location,total_sqft,bath,price,BHK,price_per_sqft
Hoodi,1108.0,2.0,87.48,2.0,7895.306859205776
Vidyaranyapura,1000.0,4.0,120.0,4.0,12000.0
Sarjapur  Road,1370.0,2.0,70.0,2.0,5109.489051094891
Banashankari Stage V,920.0,2.0,41.5,2.0,4510.869565217391
Bhoganhalli,1277.0,2.0,79.89,2.0,6256.068911511355
Horamavu Agara,1213.0,2.0,38.1,2.0,3140.9727947238252
Singasandra,1653.0,3.0,85.0,3.0,5142.165759225651
Sarjapur,2400.0,3.0,140.0,4.0,5833.333333333333
1st Block Koramangala,3000.0,5.0,500.0,4.0,16666.666666666668
Kothanur,1600.0,4.0,250.0,4.0,15625.0
Electronics City Phase 1,1321.0,2.0,40.0,3.0,3028.009084027252
Kanakpura Road,1570.0,3.0,68.0,3.0,4331.210191082802
other,1150.0,8.0,70.0,8.0,6086.95652173913
other,1053.0,2.0,44.0,2.0,4178.537511870845
other,1325.0,2.0,56.0,3.0,4226.415094339623
other,1169.0,2.0,50.11,2.0,4286.569717707443
Badavala Nagar,1274.0,2.0,90.0,2.0,7064.36420722135
Whitefield,1317.0,2.0,52.0,2.0,3948.3675018982535
Lakshminarayana Pura,1195.0,2.0,75.0,2.0,6276.150627615063
,,,,,
Budigere,1820.0,3.0,95.5,3.0,5247.252747252747
Kanakpura Road,1450.0,3.0,53.6,3.0,3696.551724137931
Whitefield,1615.0,3.0,96.9,3.0,6000.0
Nagarbhavi,2200.0,2.0,99.0,3.0,4500.0
Subramanyapura,985.0,2.0,62.5,2.0,6345.177664974619
Electronics City Phase 1,1116.0,2.0,33.0,2.0,2956.989247311828
Attibele,656.0,2.0,25.0,2.0,3810.9756097560976
Kaggadasapura,1105.0,2.0,39.5,2.0,3574.660633484163
Whitefield,1220.0,2.0,55.0,2.0,4508.196721311476
Hoodi,1400.0,3.0,74.0,3.0,5285.714285714285
other,2400.0,3.0,185.0,4.0,7708.333333333333
Anandapura,850.0,3.0,63.0,3.0,7411.764705882353
Uttarahalli,1000.0,2.0,35.0,2.0,3500.0
Bannerghatta Road,1660.0,3.0,80.0,3.0,4819.277108433735
Uttarahalli,1330.0,2.0,57.0,3.0,4285.714285714285
Old Madras Road,1165.0,2.0,52.0,2.0,4463.519313304721
Budigere,1153.0,2.0,56.0,2.0,4856.895056374675
Bannerghatta Road,1270.0,2.0,45.0,2.0,3543.3070866141734
other,1070.0,2.0,38.0,2.0,3551.4018691588785
other,1427.0,2.0,85.0,3.0,5956.552207428171
Banashankari Stage III,1420.0,2.0,95.0,3.0,6690.140845070423
Kothanur,1600.0,5.0,130.0,4.0,8125.0
other,2031.0,2.0,200.0,2.0,9847.365829640572
Bellandur,1454.0,2.0,90.0,2.0,6189.821182943604
Whitefield,1116.0,2.0,48.76,2.0,4369.1756272401435
other,2000.0,3.0,180.0,4.0,9000.0
Sarjapur  Road,1346.0,2.0,74.03,2.0,5500.0
other,1062.0,2.0,50.0,2.0,4708.097928436911
other,700.0,1.0,25.5,1.0,3642.8571428571427
JP Nagar,1405.0,2.0,99.0,2.0,7046.26334519573
Doddathoguru,1100.0,2.0,50.0,2.0,4545.454545454545
Chikka Tirupathi,2153.0,4.0,120.0,3.0,5573.61820715281
other,1200.0,3.0,120.0,3.0,10000.0
Ulsoor,2135.0,3.0,170.0,3.0,7962.529274004683
Uttarahalli,1125.0,2.0,47.0,2.0,4177.777777777777
2nd Phase Judicial Layout,1350.0,2.0,47.25,3.0,3500.0
Pai Layout,1068.0,2.0,48.0,2.0,4494.38202247191
Doddathoguru,940.0,2.0,32.9,2.0,3500.0
Hosa Road,1063.0,2.0,32.79,2.0,3084.6660395108183
Brookefield,1382.0,2.0,84.5,2.0,6114.3270622286545
Harlur,936.0,2.0,45.0,2.0,4807.692307692308
Sarjapur  Road,475.0,1.0,26.0,1.0,5473.684210526316
other,1200.0,2.0,115.0,2.0,9583.333333333334
other,1450.0,3.0,65.0,3.0,4482.758620689655
Kudlu,1162.0,2.0,52.0,2.0,4475.043029259897
Hosa Road,1161.0,2.0,48.75,2.0,4198.966408268734
Green Glen Layout,1623.29,2.0,105.0,3.0,6468.345150897252
Brookefield,1260.0,2.0,70.0,2.0,5555.555555555556
Billekahalli,1672.0,3.0,190.0,4.0,11363.636363636364
Seegehalli,3000.0,4.0,240.0,3.0,8000.0
Murugeshpalya,1500.0,2.0,70.0,3.0,4666.666666666667
,,,,,
other,1650.0,6.0,200.0,5.0,12121.212121212122
other,2000.0,3.0,200.0,3.0,10000.0
Thyagaraja Nagar,1675.0,1.0,241.0,1.0,14388.059701492537
Electronic City,1200.0,3.0,150.0,3.0,12500.0
Nagarbhavi,1100.0,2.0,46.2,2.0,4200.0
Whitefield,1400.0,2.0,56.0,3.0,4000.0
Ramagondanahalli,2257.0,3.0,155.0,3.0,6867.523260965884
Budigere,1153.0,2.0,56.5,2.0,4900.260190806592
Sarjapur  Road,1197.0,2.0,56.86,2.0,4750.208855472013
other,1150.0,2.0,90.0,2.0,7826.086956521739
other,595.0,1.0,40.0,1.0,6722.689075630252
Hoodi,1837.0,3.0,110.0,3.0,5988.023952095808
other,3750.0,4.0,190.0,4.0,5066.666666666667
Bellandur,1830.0,3.0,91.86,3.0,5019.672131147541
Electronic City,970.0,2.0,35.0,2.0,3608.2474226804125
Hebbal Kempapura,1200.0,3.0,148.0,4.0,12333.333333333334
NRI Layout,2700.0,5.0,95.75,4.0,3546.296296296296
other,5480.0,4.0,400.0,3.0,7299.270072992701
Vidyaranyapura,2400.0,5.0,135.0,4.0,5625.0
Sarjapur  Road,3040.0,4.0,135.0,4.0,4440.789473684211
Raja Rajeshwari Nagar,1168.0,2.0,66.0,2.0,5650.684931506849
Begur Road,1160.0,2.0,36.54,2.0,3150.0
other,1500.0,3.0,75.0,3.0,5000.0
Kumaraswami Layout,600.0,2.0,72.0,2.0,12000.0
5th Phase JP Nagar,1200.0,7.0,250.0,8.0,20833.333333333332
ITPL,850.0,2.0,25.4,2.0,2988.235294117647
Ramamurthy Nagar,935.0,2.0,39.0,2.0,4171.122994652406
other,1200.0,5.0,235.0,5.0,19583.333333333332
Doddaballapur,654.0,1.0,49.0,1.0,7492.354740061162
Dodsworth Layout,5656.0,5.0,499.0,3.0,8822.489391796322
other,1300.0,2.0,33.0,2.0,2538.4615384615386
Kaggalipura,950.0,2.0,60.0,2.0,6315.789473684211
other,1250.0,3.0,54.0,3.0,4320.0
Doddakallasandra,1072.0,2.0,42.87,2.0,3999.0671641791046
other,1425.0,2.0,65.0,3.0,4561.403508771929
Uttarahalli,1165.0,1.0,42.09,2.0,3612.8755364806866
Kathriguppe,1390.0,2.0,69.49,3.0,4999.2805755395675
Kalena Agrahara,1510.0,3.0,78.0,3.0,5165.562913907284
Thanisandra,1305.0,2.0,90.0,2.0,6896.551724137931
Kodigehaali,866.0,2.0,32.0,2.0,3695.150115473441
Hulimavu,1231.0,2.0,84.5,2.0,6864.337936636881
Sompura,1360.0,2.0,45.0,3.0,3308.823529411765
Whitefield,1140.0,2.0,55.0,2.0,4824.561403508772
Kanakpura Road,525.0,1.0,30.0,1.0,5714.285714285715
Whitefield,1295.0,2.0,64.5,2.0,4980.694980694981
Hormavu,1020.0,2.0,45.75,2.0,4485.294117647059
Old Airport Road,3504.0,4.0,262.0,4.0,7477.16894977169
other,1200.0,1.0,50.0,2.0,4166.666666666667
Vidyaranyapura,1100.0,2.0,41.0,2.0,3727.2727272727275
Bannerghatta Road,4723.0,4.0,500.0,4.0,10586.491636671608
Kothannur,820.0,2.0,37.0,2.0,4512.195121951219
Sarjapur,3508.0,4.0,386.0,4.0,11003.420752565564
other,3700.0,4.0,400.0,4.0,10810.81081081081
Kalena Agrahara,1354.0,2.0,70.0,2.0,5169.8670605613
Basavangudi,2453.0,3.0,250.0,4.0,10191.602119853242
Garudachar Palya,1154.0,2.0,51.8,2.0,4488.734835355286
7th Phase JP Nagar,1680.0,2.0,92.0,3.0,5476.190476190476
Electronics City Phase 1,1205.0,2.0,60.0,2.0,4979.253112033195
Raja Rajeshwari Nagar,1400.0,2.0,86.0,3.0,6142.857142857143
other,1625.0,3.0,150.0,3.0,9230.76923076923
Electronic City,1500.0,3.0,73.0,3.0,4866.666666666667
Bannerghatta Road,1520.0,2.0,80.0,3.0,5263.1578947368425
other,1300.0,3.0,65.0,2.0,5000.0
other,1150.0,2.0,47.0,2.0,4086.9565217391305
Kadugodi,1762.0,3.0,109.0,3.0,6186.152099886493
Budigere,1153.0,2.0,58.0,2.0,5030.3555941023415
Yelahanka,2650.0,4.0,223.0,4.0,8415.094339622641
Sompura,1350.0,2.0,47.0,3.0,3481.4814814814813
Billekahalli,950.0,2.0,56.0,2.0,5894.736842105263
Jakkur,3295.0,3.0,310.0,3.0,9408.194233687405
other,1515.0,3.0,80.5,3.0,5313.531353135313
Neeladri Nagar,1100.0,2.0,30.0,2.0,2727.2727272727275
other,1250.0,2.0,65.0,2.0,5200.0
HBR Layout,1200.0,2.0,120.0,2.0,10000.0
5th Phase JP Nagar,2500.0,8.0,95.0,7.0,3800.0
Hoskote,1200.0,4.0,100.0,4.0,8333.333333333334
Yelahanka,1355.0,2.0,51.5,3.0,3800.7380073800737
other,1115.0,3.0,39.14,3.0,3510.3139013452915
8th Phase JP Nagar,1275.0,3.0,45.0,3.0,3529.4117647058824
Padmanabhanagar,2051.0,3.0,170.0,3.0,8288.639687957095
BTM Layout,1470.0,2.0,99.0,3.0,6734.693877551021
other,1550.0,2.0,70.0,3.0,4516.129032258064
Bannerghatta Road,1270.0,2.0,73.0,3.0,5748.031496062992
Bhoganhalli,2119.0,4.0,111.0,4.0,5238.319962246343
Hebbal Kempapura,1600.0,3.0,170.0,3.0,10625.0
Kudlu Gate,1320.0,2.0,50.0,3.0,3787.878787878788
other,2505.0,3.0,165.0,3.0,6586.826347305389
other,1410.0,2.0,54.0,3.0,3829.7872340425533
Whitefield,1200.0,2.0,70.0,2.0,5833.333333333333
other,1705.0,2.0,86.96,3.0,5100.2932551319645
Electronic City,995.0,2.0,48.0,2.0,4824.120603015075
Horamavu Banaswadi,1081.0,2.0,52.0,2.0,4810.360777058279
Parappana Agrahara,1194.0,2.0,46.0,2.0,3852.5963149078725
Sonnenahalli,605.0,1.0,30.24,1.0,4998.347107438017
Yelahanka,567.0,1.0,25.0,1.0,4409.171075837742
Rajaji Nagar,1718.0,3.0,275.0,2.0,16006.9848661234
,,,,,
2nd Stage Nagarbhavi,600.0,5.0,135.0,3.0,22500.0
Green Glen Layout,1715.0,3.0,105.0,3.0,6122.448979591837
Doddaballapur,3206.0,5.0,270.0,4.0,8421.70929507174
Kundalahalli,1500.0,4.0,235.0,4.0,15666.666666666666
Bannerghatta Road,1846.0,3.0,120.0,3.0,6500.541711809317
other,600.0,3.0,90.0,3.0,15000.0
Whitefield,1015.0,2.0,56.0,2.0,5517.241379310345
other,4350.0,8.0,2600.0,4.0,59770.11494252874
Thanisandra,1100.0,2.0,36.0,2.0,3272.7272727272725
Thanisandra,1965.0,4.0,125.0,3.0,6361.323155216285
NGR Layout,1021.0,2.0,45.9,2.0,4495.592556317336
Haralur Road,1230.0,2.0,67.65,2.0,5500.000000000001
Uttarahalli,1260.0,2.0,55.0,2.0,4365.079365079365
Indira Nagar,2400.0,4.0,700.0,4.0,29166.666666666668
Lingadheeranahalli,1894.0,4.0,114.0,3.0,6019.007391763464
2nd Stage Nagarbhavi,1500.0,4.0,233.0,6.0,15533.333333333334
Jakkur,1950.0,3.0,131.0,3.0,6717.948717948718
Sector 2 HSR Layout,1231.0,2.0,66.0,2.0,5361.494719740049
Mahadevpura,1236.0,2.0,58.0,2.0,4692.556634304207
R.T. Nagar,1800.0,3.0,120.0,4.0,6666.666666666667
other,1650.0,3.0,135.0,3.0,8181.818181818182
other,750.0,3.0,88.0,5.0,11733.333333333334
Begur,1443.0,2.0,70.0,3.0,4851.004851004851
Ramamurthy Nagar,886.0,4.0,120.0,4.0,13544.018058690745
other,925.0,2.0,68.0,2.0,7351.351351351352
Chandapura,1305.0,3.0,33.28,3.0,2550.191570881226
other,1190.0,2.0,46.41,2.0,3900.0
Uttarahalli,1284.0,2.0,53.36,2.0,4155.763239875389
,,,,,
other,875.0,3.0,115.0,3.0,13142.857142857143
Chikkalasandra,1325.0,2.0,59.0,2.0,4452.830188679245
other,2400.0,5.0,750.0,6.0,31250.0
Kudlu Gate,1183.0,2.0,79.54,2.0,6723.584108199494
other,1750.0,3.0,100.0,3.0,5714.285714285715
,,,,,
other,747.0,1.0,27.0,1.0,3614.4578313253014
Electronic City,1342.0,2.0,90.0,2.0,6706.408345752608
other,1113.0,2.0,52.0,2.0,4672.057502246182
other,1738.0,3.0,110.0,3.0,6329.113924050633
Hebbal,2790.0,4.0,198.0,4.0,7096.774193548387
Hebbal,1162.0,2.0,59.0,2.0,5077.452667814114
Parappana Agrahara,1194.0,2.0,46.0,2.0,3852.5963149078725
Sarjapur  Road,1857.0,4.0,155.0,3.0,8346.795907377491
other,3500.0,6.0,115.0,6.0,3285.714285714286
Rajaji Nagar,1763.0,3.0,240.0,2.0,13613.159387407828
Uttarahalli,1150.0,2.0,45.99,2.0,3999.1304347826085
Koramangala,2400.0,5.0,550.0,4.0,22916.666666666668
Chikkalasandra,1290.0,2.0,72.0,2.0,5581.395348837209
Thubarahalli,3408.0,5.0,145.0,4.0,4254.694835680752
HBR Layout,900.0,2.0,145.0,2.0,16111.111111111111
Sanjay nagar,1150.0,2.0,70.0,2.0,6086.95652173913
Banashankari,1040.0,2.0,109.0,3.0,10480.76923076923
Yeshwanthpur,1160.0,2.0,64.08,2.0,5524.137931034483
other,900.0,2.0,27.0,2.0,3000.0
Sarjapur  Road,1750.0,3.0,185.0,4.0,10571.42857142857
Electronic City,1320.0,2.0,38.12,3.0,2887.8787878787875
Lingadheeranahalli,2240.0,4.0,160.0,4.0,7142.857142857143
Electronics City Phase 1,891.0,2.0,26.0,2.0,2918.0695847362513
other,1000.0,4.0,80.0,5.0,8000.0
Ambedkar Nagar,1852.0,3.0,125.0,3.0,6749.460043196545
Chandapura,1323.0,2.0,42.0,3.0,3174.6031746031745
Vittasandra,1404.0,2.0,67.5,2.0,4807.692307692308
Dodda Nekkundi,1370.0,2.0,60.0,2.0,4379.56204379562
Uttarahalli,1385.0,2.0,48.48,3.0,3500.361010830325
Gollarapalya Hosahalli,1129.0,2.0,50.0,2.0,4428.697962798937
Mahalakshmi Layout,1876.0,3.0,150.0,3.0,7995.735607675906
other,1720.0,3.0,95.0,3.0,5523.2558139534885
Jalahalli East,1200.0,4.0,80.0,4.0,6666.666666666667
Mysore Road,1175.0,2.0,86.68,2.0,7377.021276595745
other,500.0,1.0,51.0,1.0,10200.0
other,1200.0,5.0,85.0,5.0,7083.333333333333
Electronic City Phase II,1200.0,1.0,295.0,1.0,24583.333333333332
Hosa Road,1893.0,3.0,130.0,3.0,6867.406233491812
Whitefield,1430.0,3.0,52.0,3.0,3636.3636363636365
other,850.0,2.0,45.0,2.0,5294.117647058823
CV Raman Nagar,1392.0,2.0,110.0,2.0,7902.298850574713
Kanakpura Road,1938.0,3.0,105.0,3.0,5417.956656346749
other,1020.0,2.0,52.0,2.0,5098.0392156862745
other,2400.0,2.0,360.0,3.0,15000.0
HBR Layout,1832.0,3.0,160.0,3.0,8733.624454148472
Konanakunte,1423.0,2.0,85.0,3.0,5973.295853829937
Jakkur,1432.0,2.0,85.0,2.0,5935.754189944134
other,1350.0,4.0,235.0,4.0,17407.40740740741
BTM 2nd Stage,1500.0,6.0,270.0,8.0,18000.0
CV Raman Nagar,1480.0,3.0,65.0,3.0,4391.891891891892
Kanakpura Road,1843.0,3.0,96.2,3.0,5219.750406945198
other,760.0,4.0,95.0,3.0,12500.0
Hulimavu,1916.0,2.0,150.0,3.0,7828.8100208768265
Hennur,1255.0,2.0,55.5,2.0,4422.310756972111
Yelenahalli,1160.0,2.0,44.08,2.0,3800.0
Old Madras Road,2640.0,2.0,170.0,2.0,6439.393939393939
Bommanahalli,1160.0,2.0,53.0,2.0,4568.9655172413795
Lakshminarayana Pura,1200.0,2.0,80.0,2.0,6666.666666666667
7th Phase JP Nagar,1100.0,2.0,44.0,2.0,4000.0
Ramagondanahalli,1500.0,3.0,100.0,3.0,6666.666666666667
Electronic City Phase II,1336.0,2.0,50.35,3.0,3768.7125748502995
Choodasandra,1065.0,2.0,46.0,2.0,4319.24882629108
Hebbal,1294.0,2.0,115.0,2.0,8887.171561051005
Rachenahalli,1550.0,3.0,68.5,3.0,4419.354838709677
Whitefield,1216.0,2.0,75.0,2.0,6167.763157894737
other,1005.0,2.0,40.0,2.0,3980.0995024875624
7th Phase JP Nagar,1430.0,2.0,102.0,3.0,7132.867132867133
Frazer Town,4100.0,4.0,660.0,4.0,16097.560975609756
Hoodi,1660.0,3.0,125.0,3.0,7530.120481927711
Thanisandra,1430.0,2.0,56.0,3.0,3916.083916083916
Hennur Road,1470.0,2.0,75.0,3.0,5102.040816326531
Jalahalli,1045.0,2.0,76.77,2.0,7346.411483253589
,,,,,
Anjanapura,950.0,2.0,30.0,2.0,3157.8947368421054
Doddathoguru,1382.0,3.0,65.0,3.0,4703.328509406657
BTM 2nd Stage,930.0,2.0,46.0,2.0,4946.236559139785
Sarjapur  Road,1660.0,2.0,116.0,3.0,6987.951807228916
other,1290.0,2.0,71.95,2.0,5577.519379844961
Whitefield,1010.0,2.0,45.0,3.0,4455.445544554455
Brookefield,3050.0,4.0,130.0,4.0,4262.295081967213
Dodda Nekkundi,1200.0,2.0,71.0,2.0,5916.666666666667
other,1650.0,3.0,140.0,3.0,8484.848484848484
Budigere,1636.0,3.0,88.0,3.0,5378.973105134474
Rajaji Nagar,2367.0,3.0,320.0,3.0,13519.22264469793
Budigere,1153.0,2.0,56.55,2.0,4904.596704249783
Hegde Nagar,2087.01,4.0,160.0,3.0,7666.470213367448
LB Shastri Nagar,1200.0,2.0,47.0,2.0,3916.6666666666665
HSR Layout,1844.0,3.0,89.0,3.0,4826.46420824295
,,,,,
Begur Road,1215.0,2.0,43.75,2.0,3600.8230452674898
other,1220.0,2.0,52.0,2.0,4262.295081967213
other,3150.0,4.0,150.0,4.0,4761.9047619047615
Kanakpura Road,525.0,1.0,26.0,1.0,4952.380952380952
Bommasandra,955.0,2.0,37.97,2.0,3975.916230366492
other,2000.0,5.0,75.0,5.0,3750.0
Magadi Road,884.0,2.0,48.0,2.0,5429.864253393665
Kathriguppe,1250.0,2.0,68.75,2.0,5500.0
,,,,,
Dodda Nekkundi,2400.0,4.0,300.0,3.0,12500.0
Harlur,2990.0,4.0,225.0,4.0,7525.083612040134
Bellandur,1195.0,2.0,52.0,2.0,4351.464435146443
,,,,,
Begur,1200.0,2.0,33.0,2.0,2750.0
Sarjapur  Road,984.0,2.0,45.75,2.0,4649.390243902439
Bommasandra,1089.0,2.0,40.0,2.0,3673.094582185491
Hennur Road,1165.0,2.0,52.0,2.0,4463.519313304721
,,,,,
Hennur,1482.0,3.0,110.0,3.0,7422.402159244264
Ramamurthy Nagar,1200.0,2.0,68.0,2.0,5666.666666666667
Kanakapura,1938.0,3.0,113.0,3.0,5830.7533539731685
Hormavu,1166.0,2.0,34.97,3.0,2999.1423670668955
Chikkalasandra,1275.0,2.0,55.46,3.0,4349.803921568628
Mico Layout,1140.0,2.0,43.0,2.0,3771.9298245614036
Hegde Nagar,3734.0,5.0,430.0,4.0,11515.800749866095
other,720.0,1.0,28.0,1.0,3888.8888888888887
Nagarbhavi,1200.0,3.0,228.0,3.0,19000.0
other,1100.0,2.0,90.0,2.0,8181.818181818182
Sector 7 HSR Layout,1162.0,2.0,98.77,2.0,8500.0
Ramamurthy Nagar,540.0,1.0,35.0,1.0,6481.481481481482
Rachenahalli,1550.0,2.0,73.5,3.0,4741.935483870968
R.T. Nagar,1300.0,3.0,145.0,3.0,11153.846153846154
other,1200.0,5.0,130.0,5.0,10833.333333333334
other,1220.0,2.0,60.0,2.0,4918.0327868852455
Doddathoguru,964.0,2.0,62.0,2.0,6431.535269709543
other,1500.0,3.0,50.0,3.0,3333.3333333333335
Sarjapur  Road,1347.0,2.0,44.0,3.0,3266.5181885671864
other,5000.0,5.0,250.0,4.0,5000.0
Bannerghatta Road,3000.0,4.0,140.0,4.0,4666.666666666667
Bannerghatta,1120.0,2.0,42.5,2.0,3794.6428571428573
other,600.0,1.0,22.8,1.0,3800.0
Whitefield,2321.0,4.0,157.0,3.0,6764.325721671693
other,540.0,1.0,24.0,1.0,4444.444444444444
Sonnenahalli,1484.0,3.0,75.0,3.0,5053.908355795148
Ramagondanahalli,1680.0,2.0,68.0,3.0,4047.6190476190477
other,620.0,2.0,23.0,2.0,3709.6774193548385
other,1650.0,3.0,78.0,3.0,4727.272727272727
other,1250.0,3.0,44.0,3.0,3520.0
other,2072.0,3.0,108.0,3.0,5212.355212355213
Sarjapur  Road,1105.0,2.0,40.0,2.0,3619.9095022624433
Vidyaranyapura,1200.0,2.0,60.5,2.0,5041.666666666667
Kumaraswami Layout,3100.0,7.0,145.0,7.0,4677.419354838709
Whitefield,4007.0,4.0,530.0,4.0,13226.853007237334
Electronic City,550.0,2.0,16.0,2.0,2909.090909090909
Rajaji Nagar,2409.0,3.0,395.0,3.0,16396.84516396845
Haralur Road,1194.0,2.0,46.0,2.0,3852.5963149078725
Vittasandra,1246.0,2.0,65.0,2.0,5216.69341894061
Old Airport Road,1055.0,2.0,75.0,2.0,7109.004739336493
Hosa Road,1541.0,3.0,69.61,3.0,4517.1966255678135
Harlur,1370.0,2.0,88.0,2.0,6423.3576642335765
Whitefield,1224.0,2.0,75.0,2.0,6127.450980392156
Kengeri Satellite Town,650.0,2.0,58.0,4.0,8923.076923076924
Kambipura,883.0,2.0,39.0,2.0,4416.761041902605
Yeshwanthpur,1676.0,3.0,92.13,3.0,5497.016706443914
other,1154.0,2.0,57.0,2.0,4939.341421143848
Kanakpura Road,1610.0,3.0,78.5,3.0,4875.776397515528
other,1057.0,2.0,42.0,2.0,3973.5099337748343
Raja Rajeshwari Nagar,1157.0,2.0,65.0,2.0,5617.9775280898875
other,1200.0,4.0,85.0,4.0,7083.333333333333
other,1500.0,7.0,130.0,7.0,8666.666666666666
other,980.0,2.0,35.0,2.0,3571.4285714285716
Sarjapur  Road,1140.0,2.0,40.0,2.0,3508.7719298245615
Raja Rajeshwari Nagar,1206.0,2.0,40.7,2.0,3374.7927031509125
Electronic City Phase II,575.0,1.0,16.75,1.0,2913.0434782608695
Koramangala,1600.0,3.0,170.0,3.0,10625.0
other,2400.0,4.0,500.0,4.0,20833.333333333332
Horamavu Agara,1300.0,2.0,52.0,3.0,4000.0
other,1270.0,2.0,35.56,3.0,2800.0
Electronic City,1128.0,2.0,63.5,2.0,5629.432624113475
Electronics City Phase 1,640.0,1.0,45.0,1.0,7031.25
other,2400.0,3.0,185.0,3.0,7708.333333333333
TC Palaya,1200.0,2.0,66.0,3.0,5500.0
Kanakapura,1090.0,2.0,38.15,2.0,3500.0
Electronic City,589.0,1.0,29.0,1.0,4923.599320882852
Electronic City,1125.0,2.0,28.13,2.0,2500.4444444444443
Kogilu,1140.0,2.0,50.66,2.0,4443.859649122807
Sarjapur  Road,3150.0,4.0,500.0,4.0,15873.015873015873
Kundalahalli,1315.0,2.0,74.0,2.0,5627.376425855513
,,,,,
Bellandur,1435.0,2.0,115.0,3.0,8013.937282229966
Haralur Road,1092.0,2.0,44.0,2.0,4029.3040293040294
Kadugodi,1314.0,2.0,80.0,2.0,6088.2800608828
Koramangala,1260.0,2.0,100.0,2.0,7936.507936507936
other,1875.0,5.0,192.0,7.0,10240.0
Nagarbhavi,1080.0,2.0,49.0,2.0,4537.037037037037
Nagasandra,4000.0,8.0,160.0,8.0,4000.0
Mysore Road,1082.0,2.0,45.0,3.0,4158.964879852126
Jakkur,1150.0,3.0,65.0,3.0,5652.173913043478
Hennur Road,1052.0,2.0,34.72,2.0,3300.380228136882
Yelahanka,1045.0,2.0,45.0,2.0,4306.2200956937795
Kodigehaali,1442.0,3.0,80.0,3.0,5547.850208044383
Kaggadasapura,1500.0,2.0,75.0,3.0,5000.0
Marsur,497.0,1.0,20.0,2.0,4024.1448692152917
Hennur,1255.0,2.0,53.57,2.0,4268.525896414342
other,1432.0,3.0,79.0,3.0,5516.7597765363125
Kundalahalli,2100.0,3.0,150.0,3.0,7142.857142857143
Hennur Road,1450.0,2.0,80.0,2.0,5517.241379310345
Sarjapur  Road,1346.0,2.0,69.61,2.0,5171.619613670134
,,,,,
Electronic City Phase II,925.0,2.0,49.82,3.0,5385.945945945946
Dasarahalli,1160.0,2.0,49.0,2.0,4224.137931034483
Lingadheeranahalli,1768.0,3.0,81.31,3.0,4598.981900452489
other,1500.0,3.0,90.0,3.0,6000.0
Gubbalala,1745.0,3.0,130.0,3.0,7449.856733524355
Bommanahalli,2875.0,7.0,85.0,7.0,2956.521739130435
other,3500.0,3.0,425.0,4.0,12142.857142857143
Sonnenahalli,1550.0,3.0,50.0,3.0,3225.8064516129034
Whitefield,1655.0,3.0,113.0,3.0,6827.794561933535
Battarahalli,2024.0,3.0,103.0,3.0,5088.932806324111
other,3100.0,5.0,425.0,4.0,13709.677419354839
Jalahalli,1575.0,4.0,100.0,3.0,6349.206349206349
Iblur Village,1920.0,3.0,130.0,3.0,6770.833333333333
Sarjapur  Road,6200.0,4.0,744.0,4.0,12000.0
Kambipura,1082.0,2.0,55.0,3.0,5083.179297597043
BTM 2nd Stage,1265.0,2.0,55.0,3.0,4347.826086956522
other,1100.0,2.0,45.0,3.0,4090.909090909091
Margondanahalli,1160.0,2.0,65.0,2.0,5603.448275862069
Vittasandra,1246.0,2.0,67.4,2.0,5409.309791332264
Hosa Road,615.0,1.0,43.08,1.0,7004.878048780488
7th Phase JP Nagar,1128.0,2.0,60.0,2.0,5319.148936170212
other,1260.0,2.0,55.0,2.0,4365.079365079365
Bellandur,1830.0,3.0,89.89,3.0,4912.021857923497
Sarjapur,1525.0,2.0,68.0,3.0,4459.016393442623
Yelahanka,602.0,2.0,30.0,1.0,4983.388704318937
Kumaraswami Layout,3000.0,4.0,400.0,7.0,13333.333333333334
Kanakpura Road,1250.0,3.0,62.6,3.0,5008.0
other,1200.0,4.0,110.0,4.0,9166.666666666666
Murugeshpalya,1855.0,3.0,96.0,3.0,5175.202156334231
Kanakpura Road,1450.0,3.0,60.91,3.0,4200.689655172414
Sarjapur  Road,2089.0,3.0,148.0,3.0,7084.729535662997
Banashankari Stage VI,4800.0,3.0,200.0,4.0,4166.666666666667
Begur Road,1200.0,2.0,44.73,2.0,3727.5
Ambedkar Nagar,2900.0,3.0,297.0,3.0,10241.379310344828
BTM 2nd Stage,2500.0,3.0,345.0,3.0,13800.0
Kothanur,1170.0,3.0,80.0,3.0,6837.606837606838
6th Phase JP Nagar,1280.0,2.0,88.0,2.0,6875.0
Rajaji Nagar,1224.0,2.0,105.0,2.0,8578.43137254902
Thanisandra,1694.0,3.0,125.0,3.0,7378.984651711924
Electronic City,825.0,2.0,30.0,2.0,3636.3636363636365
Sarjapur  Road,1612.0,3.0,98.38,3.0,6102.977667493797
Chandapura,985.0,2.0,25.12,2.0,2550.253807106599
Murugeshpalya,1175.0,2.0,75.0,2.0,6382.978723404255
other,600.0,1.0,24.0,1.0,4000.0
Whitefield,1740.0,3.0,85.0,3.0,4885.057471264367
other,1770.0,3.0,99.0,3.0,5593.220338983051
HAL 2nd Stage,1000.0,7.0,260.0,8.0,26000.0
Horamavu Agara,1090.0,2.0,46.0,2.0,4220.183486238532
other,2295.0,3.0,650.0,6.0,28322.44008714597
Whitefield,4144.0,5.0,331.0,5.0,7987.451737451737
other,1800.0,3.0,130.0,3.0,7222.222222222223
